,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191
0,-0.37001348,0.4830877,0.18766436,0.069247335,0.21403874,-0.42553324,-0.7497275,-0.64037484,-0.14529863,0.3078661,0.04170116,0.6093847,-0.19666965,0.06065335,0.3229443,-0.046685062,-0.37537578,0.39152294,0.6100549,0.77087027,0.70586485,0.3331296,-0.33952826,0.5097259,-0.10089448,0.55444735,-0.41293705,-0.47694278,-0.3939128,0.66440696,0.5143171,0.55861825,-0.19225085,0.21905893,0.06477734,-0.6067933,-0.09227384,-0.27430785,0.43807334,0.060661305,0.3028354,-0.1783099,0.52602094,-0.4867267,0.043071173,-0.4554297,0.2974337,0.4510429,0.31381062,0.43115208,-0.34382537,0.82037526,-0.014061112,-0.022700926,-0.5741,0.20250243,0.08298883,-0.47511023,0.10052614,0.3832548,0.43036324,0.43658322,0.45118797,0.7068198,0.045435846,-0.0040205326,-0.0061224694,0.24020211,-0.001974891,0.3127166,-0.0019176871,-0.0145913875,-0.0029117682,-0.011490692,-0.0036956475,-0.003143592,-0.0072303773,-0.0008014817,0.006135882,-0.003472242,0.31444848,0.15343438,0.1726136,-0.0025796911,-0.0033974408,-0.00627111,-0.00047193147,-0.0077586374,-4.713267e-05,-0.008819113,-0.0077101993,0.026739687,0.46784386,0.055335376,0.008396763,-0.00035979954,0.0023266166,-0.0004985674,-0.0029112205,-0.0008063884,-0.0006933567,-0.008428542,0.07119771,0.19447258,-0.0027929489,0.35248893,-0.0024678523,-0.0040941043,0.013692856,0.4465062,-0.008493792,-0.0054515814,-0.0052404352,-0.003992774,0.29136065,0.0940058,-0.0015481471,-0.006259333,-0.0005456966,-0.0043938095,-0.0022251494,-0.0002961736,-0.0028653548,-0.0012868078,-0.002759904,0.07693762,-0.0044444483,-0.0020927705,-0.0112425685,-0.0033505922,-0.0037329735,0.01620061,-0.0036362412,-0.0026243243,-0.0039148694,-0.0028100752,-0.0023183757,-0.002185508,0.0027973917,-0.012946682,-0.0014972611,0.34225008,0.07779067,-0.0025314305,-0.0016390999,-0.003636092,-0.0051808413,-0.002569158,-0.00460297,-0.0026939886,-0.0016509015,-0.00025088087,-0.0012505357,-0.0037489848,-0.0019148415,-0.0005761202,0.12645422,-0.008967579,-0.00078045565,0.1892713,-0.0051459856,-0.0020868198,-0.0025106515,0.23500937,-0.0048316196,-0.001272842,-0.004628143,0.33211616,-0.011500508,-0.0016842801,-0.0019393797,-0.005884893,-0.0041546365,-0.0036174671,-0.005817992,-0.00011651812,-0.0018254899,0.27119464,-0.002432102,0.29422733,-0.009513435,0.040488783,-0.006211211,0.39017662,0.5866172,-0.0053994427,-0.0024693403,-0.00019194455,-0.0015175664,-0.0046036495,-0.0008209791,-0.0018556608
1,-0.20402198,0.4312415,-0.018339515,-0.19231786,-0.01624191,-0.2727037,-0.22138879,-0.14125617,0.28457278,0.14237368,-0.13650976,-0.0034391033,0.07777268,-0.17705749,-0.0105562955,0.15177031,0.20549673,0.13749322,0.17539628,0.23151398,-0.0721337,-0.23521063,-0.116279244,0.18529052,0.2284142,0.23145573,-0.3355503,-0.15259482,-0.15155667,-0.04774309,-0.2258956,0.32901514,0.2303968,0.151451,-0.052931987,0.08863365,0.044704404,0.0413685,0.065575324,0.16777562,0.20930913,0.301542,-0.10397049,-0.13257647,0.053575236,-0.23474205,-0.3162724,-0.07166631,-0.033338945,0.1704171,-0.10460217,0.083906546,-0.0974694,-0.35236302,-0.0628013,-0.5586181,0.08925834,0.38082987,0.0038016578,0.32285392,-0.055144355,0.262846,0.08386733,-0.28918836,-0.0032242187,-0.002562441,-0.0025500024,0.012013879,-0.0022897932,-0.0017183573,0.020993534,-0.0032345783,-0.0021339243,-0.0050332965,-0.0019611528,0.01011888,-0.006915451,0.29412457,-0.00017730478,0.037745763,-0.00024374464,-0.00296754,0.13335411,-0.0032845407,-0.0002029339,0.1478171,-0.00049641804,-0.0005674107,0.33113214,0.2059425,-0.0030213923,0.25336844,-0.002120215,0.16717815,-0.0038373151,-0.00046810665,0.14694639,-0.0047335504,-0.0021146445,-0.0012542626,0.45063233,-0.00034801773,0.31829464,-0.0019164755,0.50744843,-0.0013716834,-4.66977e-05,-0.0017383414,-0.00050531107,-0.0017709681,-0.0025716315,-0.0015470737,-8.735302e-05,-0.0024611931,0.17373416,0.08279412,-0.000476948,-0.0049286927,-0.0021533056,0.03541328,-0.0008885353,-0.0012024922,-0.0012599658,-0.0009195701,-0.0013050082,-0.00417339,-0.0026127612,0.07404036,0.2997637,0.10176726,-0.0012855515,-0.0014760899,-0.0009839418,-0.0017552213,-0.001521778,-0.0013091184,-0.002808994,-0.0010918743,0.07976102,0.30005276,0.04803225,-0.0011673053,-0.001056599,-0.0004806574,-0.0015055685,-0.00090076064,0.27336305,-0.0017828492,0.35478765,-0.0012358829,-0.0011643232,-0.0013020886,-0.0007809262,0.004850561,0.06297072,-0.0018673326,-0.001023116,0.1482042,-0.0006871245,-0.00052379444,-0.0019049358,-0.0010940125,0.01571095,-0.0017600803,-0.0023255132,-0.00083889184,-0.0013677966,-0.00036342486,0.3162078,-0.0018509991,-0.002308417,-0.00059981877,-0.00249684,-0.0012466323,-0.0010596565,0.07169452,0.15222082,0.031796236,-0.00217919,0.42174426,0.5133967,-0.0005247367,-0.0016222429,-0.00037787488,0.027784172,0.051630337,-0.0007133512,-0.0008828201,-0.0019551262,-0.0010735454,-0.00095013966,-0.0013454903
2,-0.16702603,0.16743456,0.11964774,-0.20962048,-0.12994847,0.0717201,-0.2843037,-0.6177455,-0.06426125,-0.12649871,0.13664733,0.26922685,-0.30831194,-0.120091744,0.22633383,-0.14898117,-0.014161018,-0.27496943,-0.19225372,0.22296499,0.15855582,0.08801665,0.07692692,-0.06950646,0.12615754,-0.031050898,-0.005405007,-0.14224154,-0.030973794,0.3068565,-0.032058757,0.29401773,0.27310976,0.1111628,-0.54526573,-0.061105866,-0.105447754,-0.080588564,0.2233924,-0.19814068,0.1929951,-0.055487595,0.048785236,-0.0945501,0.4377544,-0.30861276,0.16068341,0.257674,0.13234891,0.15777929,0.14890055,0.22200994,0.36041072,0.15173937,0.13182163,0.07376318,0.18615559,-0.1697646,0.28654385,0.020073958,0.39371243,-0.02896595,-0.375369,0.09517205,0.08320025,-0.001503965,-0.0013850308,-4.5831213e-05,-0.0049077915,0.29903406,0.13835783,-0.0066214404,-0.002136311,-0.0046473136,-0.002389758,-0.004230265,-0.004221419,0.18125919,0.045493003,-0.0015499147,0.054572623,0.21742067,-0.0030199653,-0.00043636042,-2.9770215e-05,-0.005207997,-0.0013245449,-0.005340079,0.21277645,-0.0049034934,-0.0026194812,-0.0017725928,-0.00053212274,0.39654586,-0.001973844,0.53286755,-0.00036333266,-0.0035373105,-0.0022372045,-0.0005186546,0.28399807,-0.0017493078,0.22055514,-0.002064481,0.2582023,-0.0032437488,-0.0018047235,-0.0030668124,-5.7201345e-05,0.054781783,-0.00280217,-0.0008833829,-0.002485152,-0.0013682691,-0.0006571025,0.27558812,-0.00088975823,-0.005413944,0.05745433,-0.002985652,-0.00069835846,-0.0051071057,-0.0024824275,-0.0010901231,-0.0015199466,0.18508834,-0.0009670727,-0.0018786622,0.17900623,-0.0006247961,-0.003749961,-0.0007862396,-0.0023850542,-0.0032110687,0.05070185,-0.001475611,-0.0027287395,-0.00095622154,0.057966825,0.3274544,0.051343642,-0.0018503205,-0.0008815157,-0.0013804522,-0.0029734573,-0.0036072175,-0.0035367622,-0.0035958602,-0.0032179663,-0.0009859971,-0.0021054156,-0.0016663363,-0.0030845148,0.52568454,0.18282093,0.042465746,-0.00084685825,0.35383105,-0.00055532646,-0.002613075,-0.005145304,-0.0016573333,-0.004672206,-0.006169777,0.005178842,0.22226954,-0.0024571677,-0.0031211453,-2.7550575e-05,-0.0012289041,-0.004676789,-0.0036100934,-0.0032140305,-0.0023397577,-0.006046043,-0.0018065157,-0.002155179,0.45343238,-0.0037300389,0.29772648,-0.0011646342,-0.0014959081,-0.003980092,0.15228797,0.21926731,-0.005385117,-0.0054419166,-0.0009020625,-0.0018172616,-0.002391306,-0.0037285364,-0.002328335
3,-0.23061197,0.048933983,0.039388284,-0.28957304,-0.40667215,-0.22633891,-0.19733681,-0.09860946,0.019898891,0.2037229,-0.13988265,-0.3181388,0.19092704,0.09149335,0.2667786,0.34006903,0.07866799,0.03488616,0.066816084,0.21781953,0.05397792,-0.0053804396,-0.42206454,0.49755985,0.074427746,0.18588638,-0.63279194,-0.3032709,-0.28560448,0.33423033,-0.41439778,0.68334705,0.56338924,0.23940021,0.26407626,-0.06369051,-0.19236572,0.13480377,0.3155623,0.21220523,0.116757564,-0.3041728,-0.19108832,-0.13629332,0.02100703,-0.010938852,-0.16924736,-0.24452078,-0.02673556,0.12287757,-0.5012174,0.23668814,0.084644176,-0.21113284,-0.012807558,-0.14004561,0.28835064,0.10513797,0.092970185,0.5002943,0.5357055,0.337029,0.32841384,-0.21948084,-0.0016709934,-0.0011040391,-0.002400701,0.04175706,-0.001149419,-0.001035364,0.13641296,-0.001377455,-0.00068712013,-0.0034905085,-0.0003096427,-0.0002656647,-0.0048207487,-0.000637303,0.168528,-0.001300855,0.08902972,-0.0030667908,0.015768249,-0.0010712643,0.11153866,0.099027544,0.0016381275,0.089976124,0.26175874,0.09798529,-0.0025240532,-0.00028488899,-0.0019893975,0.24309653,-0.0023795331,0.03725446,0.40122807,-0.0025913569,-0.002385703,-0.00037074357,0.31980726,0.22118662,0.17371255,-0.0014701741,0.48064303,-0.0025085255,0.100275144,-0.0018649937,0.09352459,-0.0011441624,-0.0026612128,-0.0013803865,0.07130496,-0.0033272959,0.0093136765,0.34427953,-0.00043850718,-0.0024171225,0.111866206,0.10011113,-0.0014474537,-0.00017765931,0.006317423,-0.0006655512,-0.0020404316,-0.0014204519,-0.002262301,0.18847466,0.28602996,0.22730464,-0.00070664403,0.05215426,-0.0006674473,-0.0010915858,0.15778318,-0.0009895224,0.06994073,-0.0006653669,0.12417042,0.41102734,0.21881372,-0.00062557176,-0.0011188868,0.13840075,-0.00069077476,0.06728043,0.17225097,-0.0006563313,0.1868795,-0.000806114,-0.000836579,-0.0006591626,-0.00090294355,0.31488848,0.118508704,0.0122150015,0.035305087,0.1933543,0.056156356,0.073630415,-0.00039535272,-0.00095245236,0.09456267,-0.0011512974,0.030154731,0.123741984,0.21657848,-0.00021375975,0.15037364,-0.00023759143,-0.00060733594,0.09794202,-0.0013231352,-0.00036985072,0.03980064,0.052874707,0.18422304,0.15289153,-0.0015091794,0.23108464,0.30359536,0.061873168,-0.001095419,0.13164848,-0.0005334741,0.13736257,0.024933625,0.021443851,-0.00040100448,-0.0005757687,0.016533263,-0.000756756
4,-0.21937671,0.032626335,0.46216565,0.12929453,-0.018938603,-0.14904414,-0.1176552,-0.10681855,-0.29541668,-0.014401317,0.008727423,0.510621,-0.099190354,-0.141033,0.119824074,0.098896086,-0.08643259,-0.4361323,-0.043556422,0.28240573,-0.07443943,-0.28324163,-0.18837623,0.21275938,0.025120819,0.30459797,-0.34279725,-0.3965858,-0.05811371,0.30962265,-0.42326608,0.107117295,0.16896024,-0.05049231,0.0954385,0.07292346,0.31068975,-0.059994925,0.11070505,-0.030112596,-0.09576313,-0.37847292,-0.2892252,-0.030779188,0.076568596,-0.2935111,-0.33921185,-0.026606688,-0.2816608,0.315503,-0.09881521,0.07423507,-0.18491514,-0.37681788,0.20484024,-0.0146102,0.15322928,-0.34913006,-0.046578832,0.12827185,-0.05642891,0.24704185,0.008451102,-0.4503259,-0.0016949667,-0.0021716792,-0.00059221435,-0.00067788374,-0.0029183181,-0.002043672,0.22468705,-0.0020267367,-0.0010956145,-0.0029231666,-0.0014501049,0.08327305,-0.0032843011,-0.0025337967,0.35210708,0.3798719,-0.002399191,-0.0021922472,0.009528915,-0.0026204437,-0.001411833,-0.0007824056,-0.0014712812,-0.00071395305,-0.0005511324,-0.00062402757,-0.0021258704,0.65873176,-0.001508492,0.30264676,-0.0016682275,0.025040643,0.17068549,-0.004465059,-0.0008921098,0.044662293,0.23944439,0.003313228,0.20292285,-0.00079213904,0.09928437,0.06598817,0.007129276,-0.0014328082,-0.0010140626,0.0009131758,-0.002409042,-0.0010767186,-0.0010027232,-0.0014434402,-0.0022039982,-0.0015945544,-0.0011279363,-0.00413068,-0.001503843,-0.0008268659,-0.000586833,0.0050473087,-0.00027542733,-0.0006481964,-0.0010940653,-0.00092876464,-0.00053477235,0.0629745,-0.0003201038,-0.0041777305,-0.00042721495,-0.0034577695,-0.002983818,-0.0014408226,-0.0014131467,-0.0013549273,-0.008009018,-0.0011448683,-0.0014756359,0.4486209,-0.00088410964,-0.007358012,0.037533447,-0.0046009524,-0.001485076,-0.0021311606,-0.001628101,-0.0010866739,-0.00014619272,-0.001829875,-0.00092297886,-0.00067707314,-0.002617217,-0.0019769454,-0.0021132268,-0.002182251,0.1142371,0.14647369,-3.9862178e-05,-0.0070382785,-0.0025886316,-0.0026658154,-0.0007328881,-0.0024266853,0.64113456,-0.0030886752,-0.0014789411,-0.0020314225,0.537493,-0.0023131887,-0.00594311,-0.0013311036,-0.0025598996,0.021020869,-0.0005797506,-0.0010403411,0.07024647,-0.0039794836,-0.0019182216,-0.001399055,-0.00022509889,0.20583916,-0.0032707425,-0.0025122722,-0.00015443793,-0.0031071436,0.042788215,-0.0037938696,0.11339618,-0.0026379768,-0.0023048467,-0.0018722216
5,0.109079465,-0.26049125,0.06895877,0.153965,0.28980365,-0.10748639,0.14342514,0.013665161,-0.18230893,-0.0020003826,0.29217815,0.11737641,-0.25212586,0.11968988,-0.1704443,-0.10315603,-0.20010194,0.2454648,-0.3514441,-0.32913226,-0.18751411,0.40083006,-0.011017684,0.035606716,-0.1959643,0.18705295,0.11306498,0.05381843,0.22351184,-0.26928583,0.30133405,-0.08691349,-0.109025404,0.29562902,-0.048397258,0.05088535,-0.22785294,-0.13110523,0.019107928,-0.23607469,0.1334031,-0.35380295,-0.25205243,-0.12507278,-0.37858358,0.37858722,0.080062866,0.043407448,0.31627607,0.015231628,0.24088976,-0.080418214,-0.118456066,0.2627554,-0.039900888,-0.20836382,0.34429172,0.026619164,-0.035465613,-0.20859778,0.11854398,-0.50258243,0.26882115,0.22703981,0.17772688,-0.0024702873,-0.0012893956,0.29518342,0.15889232,-0.00088792207,0.0621971,-0.001299762,0.027403,-0.002629537,-0.0041355686,-6.009024e-06,-0.00079167326,-0.007942439,-0.001499101,0.21301366,-0.0025977117,0.19965547,-0.0055341115,-0.0011663942,-0.00410936,-0.002965384,0.0284395,-0.0011321398,0.2316726,-0.00216765,-0.0032317466,-0.0044269166,0.07500792,-0.0030252726,0.29297656,0.27418506,-0.00374486,0.18603635,-0.0019086698,-0.00095316593,-0.00019647361,-9.328438e-05,-0.0013222565,-0.0004279857,0.07680733,-0.0020332537,0.24717048,-0.0038233558,0.09140242,0.2675672,-0.000940988,-0.0008080163,0.13334285,-0.0026285935,-2.7997858e-05,-0.0025871599,-0.0011107668,0.53030604,-0.0022072743,-0.0032733786,-0.0035186703,0.24650751,-0.0037099465,0.009606781,-0.0033107242,0.021520454,-0.00045903624,0.053510845,-0.038269043,-0.0010851113,-0.0030888582,-0.0054689245,-0.005065774,-0.003935092,-0.022580268,-0.0013804827,0.4516809,-0.0027342094,-0.002065869,-0.030090883,-0.0017105117,-0.022566276,-0.009738843,0.038722564,-0.006072549,-0.0030227478,-0.005705913,-0.0040818118,-0.008990888,-0.0024643696,-0.0012625019,-0.0066092503,-0.004759666,0.5573616,-0.0038813765,-0.00945055,-0.0037362014,0.09021721,-0.00047341245,-0.0009154428,-0.0026604005,-0.0054997145,-0.0012245566,-0.011889557,-0.0012982051,-0.0077241124,-0.0019726232,-0.0029834537,-0.02191417,-0.0043338705,-0.0018454869,0.18352099,-0.0066594193,-0.008065086,-0.005171576,-0.0063384008,-0.0062519195,-0.0011906284,-0.002387592,-0.026154853,-0.022310441,-0.005541244,-0.007933914,0.65991735,-0.0060540284,-0.008932227,-0.006798844,-0.0026459128,-0.006639063,-0.0072142985,-0.0042026355,-0.0057327817
6,-0.18011728,0.20406589,0.5217065,-0.30637902,0.48315808,-0.6003719,-0.42235282,-0.5400294,-0.4169437,0.008473409,0.4329985,0.88322437,-0.41732535,0.079323456,0.16308472,0.19930589,-0.705475,-0.001661056,0.34475908,0.43924144,0.41956288,0.10908635,-0.2986622,0.648922,-0.06600877,0.7505585,-0.25632557,-0.48014054,-0.2858651,0.48482528,0.13359426,0.6796037,0.030409474,0.538961,0.25758108,-0.55501515,-0.4037597,-0.2798764,0.46115664,0.12545046,0.27542245,-0.5289557,0.07596701,-0.76492625,0.13768396,-0.7141779,0.44970137,0.4181478,0.3533936,0.7319049,-0.27254573,0.5294157,0.112053305,-0.3105476,-0.2946049,-0.17178911,0.12083527,-0.34934148,0.087461196,0.24742787,0.41684178,0.35394844,0.10981465,0.5176085,-0.0010154303,-0.003202429,-0.0030964275,0.1799324,-0.0022193447,0.076061286,0.17706569,-0.010345944,-0.0018836763,-0.008327475,-0.0029363467,-0.0011187199,-0.004747298,-0.0038473746,0.26424468,0.3086943,0.016949276,0.19737186,-0.00090264075,-0.001799376,-0.00336283,-0.0051310025,-0.0019912412,-0.0056359367,0.18386063,-0.0066162692,-0.0053220177,0.48306477,0.06296374,0.02692885,0.061132655,0.27900434,-0.0013349671,-0.002790364,-0.0021049646,-0.0003333771,0.25923228,-0.00467137,0.16854842,0.11034538,0.1821859,0.0009151627,0.0060457354,-0.0024266515,-0.00010677194,0.48048124,-0.0060584303,-0.0038261425,-0.0017990648,-0.0026839105,-0.0007182504,-0.0024732372,-0.000638391,-0.0042523933,-0.004445817,-0.0035376244,-0.0015300547,0.015666032,-0.0015647269,-0.00050328014,-0.0021173933,-0.0008431256,-0.0011796535,-0.001426598,-0.007540966,-0.0037839217,-0.002129435,-0.0034241045,-0.00420347,-0.0029431083,-0.010345117,-0.0024567202,-0.0046696127,-0.00058805966,-0.0010500533,-0.004939678,-0.00069001067,-0.009793613,-0.002060327,-0.0020203711,-0.0036054049,-0.003517109,-0.0041423026,-0.003401359,-0.002968636,-0.0040893103,-0.0007795088,-0.0010718519,-0.0014419168,0.50497335,0.06649617,-0.00313748,-0.0006749055,0.038701814,-0.0014627405,-0.0040372834,-0.0044521512,-0.0019107201,-0.0024632195,-0.003962906,0.7794138,-0.002643209,-0.002183081,-0.003039541,0.10290131,-0.0020828322,-0.0064547868,-0.0034197373,-0.005929348,-0.0016579397,-0.0051622936,-0.0015263035,-0.0017458595,0.076635145,-0.0033759247,0.011022433,-0.0051509985,-0.0001517668,-0.0051701344,0.14815465,0.3037258,-0.0053742034,-0.0033653474,-0.0020289894,-0.0007028922,-0.0030566782,-0.0013797607,-0.0028438722
7,0.034732837,0.033688348,-0.11411557,-0.12692475,0.018195016,0.0035490368,-0.32120946,0.045134645,-0.28036344,0.32685527,-0.13211924,-0.39102307,0.3185201,0.006726899,0.116785906,0.34244004,0.18086721,0.16751239,0.2193065,0.24192925,0.35242704,0.028508745,-0.5619191,0.58943367,-0.16095455,0.1718651,-0.3049195,-0.4491588,-0.57235056,0.8134437,-0.3343184,0.3621178,0.17243688,-0.062093176,0.26783133,-0.27003247,-0.1967476,0.16096655,0.1568248,0.2315551,0.3671082,-0.08155483,0.2557014,-0.12064876,-0.08515176,-0.0317684,-0.31939822,0.10639438,-0.06542496,-0.06989279,-0.40891007,0.43510288,-0.055562012,0.12635288,-0.36372182,-0.17735524,0.29405054,0.023074377,0.08460233,0.2504863,0.23168728,0.44848555,0.26882184,0.14361145,-0.00022371885,-0.0023302843,-0.0042931214,0.0058929855,0.19165283,0.051011495,-0.0006583971,-0.0025117276,-0.0014962291,-0.0054764454,-0.0011313822,-0.0011073401,-0.0038082132,0.16188954,0.08883667,-0.0033257937,0.27163973,-0.0019055327,0.110108666,-0.002556856,0.04741279,0.19898532,-9.279588e-05,0.03444165,0.09295231,0.036414336,-0.0036159956,-0.004010472,-0.0006098979,0.08523262,-0.0039810427,-1.7161692e-05,0.35126007,0.13461393,-0.0032202338,-0.00071562885,-0.0032172238,0.14822392,-0.00016559384,-0.00049370487,0.2848726,0.27161354,0.18751796,-0.002006953,-0.00022507284,-0.0017976359,-0.0035099878,-0.0031310548,-0.0015501698,-0.004190086,0.11034167,0.29469156,-0.0013516417,-0.0003514233,0.43765855,-0.0009414907,-0.0024608588,0.08200484,0.027801612,-0.0017776754,-0.0023709696,-0.0013364281,-0.003244796,0.3584513,0.19778635,0.24277468,0.14892045,0.19242632,-0.0013149544,-0.0017172954,0.33854273,-0.0011017914,0.101558484,-0.0020998558,0.112330414,0.12995642,0.16079111,0.36019242,0.18636076,0.10504228,-0.0017931499,0.066399574,0.012835647,-0.0013466503,0.037690148,-0.0016479836,-0.0011555143,-0.0005724794,-0.0005440134,0.009502967,0.048465002,0.16460666,0.1657597,-0.0010671327,0.046800744,0.21900232,-0.0011844123,-0.0009322752,0.15350969,0.055688273,-0.0011233519,0.06755987,0.14036396,0.15233964,-0.0012071077,-0.00068199873,0.13190451,0.06631159,-0.0022105712,-0.000661377,-3.3087177e-05,-0.00069427013,0.118858755,0.13985221,-0.0022511273,0.1979304,0.20362169,0.110305846,-0.0025414294,0.15905006,0.07164801,0.088807225,0.17670533,0.1680068,0.14286877,-0.0012019095,0.18203413,-0.00072576903
8,-0.32470477,0.29022622,-0.0053034797,0.22039784,0.08241089,-0.39200634,-0.25493655,-0.02047642,-0.414273,0.17573005,0.2162693,0.74216336,-0.29459813,0.36669937,0.056178704,0.23471132,-0.5196468,0.44112915,0.23698725,0.13715461,0.26538754,0.8291427,-0.27162045,0.45235574,-0.48956582,0.53521794,-0.046288837,-0.014754568,-0.61305505,0.5957626,-0.06841496,0.21402252,-0.25886178,0.37256542,0.08170766,-0.48310322,0.02313357,-0.4621713,0.20713355,-0.05845308,0.14208484,-0.47646865,0.32389954,-0.590682,-0.13594666,-0.35514274,0.54464465,0.54678786,-0.1264172,0.4492795,0.023680672,0.4172098,0.29195648,-0.11241166,-0.59271365,0.52433413,-0.18644238,-0.32929915,0.40650725,0.23329662,0.41985056,0.2167657,0.16150989,0.5921397,0.25516987,-0.0038912648,-0.00385471,0.072588734,0.085539535,0.079151474,0.23831764,-0.0074954727,-0.0017365717,-0.0086778775,-0.0028853929,-0.0023788917,-0.001599798,-0.0050933682,0.20627095,0.10722459,0.015808113,0.18473402,0.20131467,-0.00028144728,-0.003895357,-0.0065519633,-0.001974872,-0.005810556,-0.0035265512,-0.0076843128,-0.005391331,-0.0010379925,0.24857551,-0.000816809,0.17610075,0.34030056,0.18053386,0.08237318,-0.0024099075,-0.00037158717,0.10980341,-0.0032848278,-0.0017014428,0.021458156,-0.0023383365,0.27594006,-0.000631707,-0.004245615,0.34007746,0.3811997,-0.004446671,-0.004733458,-0.0028418715,-0.0038989976,-0.0020308811,-0.0008970467,-0.0013225288,0.117653914,0.064877294,-0.0033729307,-0.0027793532,0.2577407,-0.0021082622,0.00018691053,-0.0023711037,0.21827686,-0.00229336,0.0011929042,-0.017300908,-0.0048741493,-0.0054024574,-0.003572292,-0.0064414027,-0.003957055,-0.0055991206,-0.0035548725,0.49240425,-0.0016399359,-0.00276747,-0.011292381,-0.0025207968,-0.006325107,-0.0008489485,-0.0030092336,-0.005500515,-0.005703444,-0.00821151,-0.0053611863,-0.011477568,-0.0043091173,-0.0028044283,-0.0036556676,-0.003887275,0.18838358,-0.00022945096,0.036775064,0.44610476,-0.0061239195,-0.00058781635,-0.0036424843,-0.0096904235,-0.0045802854,-0.005052124,-0.0057872427,-0.0002345566,-0.003417116,0.13789104,-0.0020339864,-0.010774691,-0.0028060572,-0.0050295237,-0.008553548,-0.0034662166,-0.005154008,-0.0074365893,-0.003840272,-0.008646652,-0.0027206372,-0.0062558716,-0.011834074,-0.010754133,0.15777066,-0.008350633,0.16449013,-0.0015926345,-0.013719614,-0.0023522363,-0.0008485808,0.66967094,-0.0048683994,-0.0018759811,-0.0041909227
9,0.20202371,-0.036615446,0.08810146,0.23388986,0.16178846,0.027018785,-0.050000403,-0.15152648,-0.24963239,-0.18795179,0.018564075,0.2435586,-0.113846414,0.06960306,-0.11971223,0.24639748,-0.559002,-0.09263881,-0.16259335,-0.2634385,0.54532367,0.47006834,0.0127359135,-0.06058222,-0.022494793,0.08730176,0.06353629,-0.28667784,-0.0887477,0.20187737,0.082599014,0.037626415,-0.43561468,0.2944945,-0.33417693,-0.32134235,-0.28367344,-0.13375564,0.007246838,-0.60745627,0.055222154,-0.23967987,0.083502516,-0.25636148,-0.15685067,-0.07580366,0.30498782,0.20468456,-0.031258803,-0.035345465,-0.08414182,0.11021161,0.07808011,0.11170855,-0.41374263,0.13297169,0.04813489,-0.049349785,0.061503377,0.06037896,0.15110819,0.19166344,0.08435006,0.43085822,0.16170691,-0.0020271074,-0.001894678,0.04043198,0.13502078,0.17993341,0.2067926,-0.0041117314,-0.001754453,-0.0036699402,-0.0031052758,-0.0024844082,-0.00062560214,-0.003177457,-3.5257955e-05,0.087604955,-4.4952543e-05,0.32677707,-0.0009872656,-0.001631964,-0.0027480382,-0.005062295,-0.00072796334,-0.0052000363,0.026355267,-0.005019079,-0.002192625,-0.003127612,0.17973436,-0.0011928469,0.14270778,0.57583755,-0.0018678587,0.33645394,-0.003296038,-0.0011061365,-0.0011963417,-0.0014761233,-0.0025807424,-0.00031905368,-0.0011852942,0.08709212,-0.00019980267,-0.0050584134,0.17929865,0.17788549,-0.0022285485,-0.0016619893,-0.002148569,-0.004395978,-0.0015536862,-0.0010294017,-0.0016329876,0.31871146,0.15011396,-0.004169873,-0.0028573466,-0.00048258263,-0.0026091004,-0.001607453,-0.002295213,0.21740335,-0.00040159235,0.1522416,-0.015803333,-0.0027870208,-0.004763914,-0.0032237088,-0.00547383,-0.0046257842,-0.007461632,-0.0022759994,0.5112383,-0.002674674,-0.004342855,-0.014273007,0.023176225,-0.0050944365,-0.0019220575,-0.0022964866,-0.0051015127,-0.0040341145,-0.009799712,-0.0057220925,-0.01275697,-0.0033754616,-0.0024587794,-0.002241219,-0.002679114,0.16148031,0.0370274,0.34817272,-0.00028693303,-0.004099202,-0.0020260087,0.028476724,-0.00851562,-0.002646724,-0.007661762,-0.008495246,-0.0015411504,-0.0026940273,0.18694708,-0.0018814759,-0.0128691215,-0.0033748546,-0.0046871705,-0.005804607,-0.0034220398,-0.0049186717,-0.007833182,-0.005816502,-0.010733003,0.34600332,-0.0035824748,-0.01193711,-0.0107293585,-0.0010421419,-0.006258785,0.46993768,-0.0032974607,-0.011311252,-0.003528403,-0.0006059275,0.45918903,-0.003971489,-0.004037323,-0.0019995982
